x,y,z_top,z_bot,Sxx_jump,Syy_jump,Szz_jump,Sxy_jump,Syz_jump,Sxz_jump,tx_jump,ty_jump,tz_jump,tmag_jump
-0.15,-0.25000001,0.15845300257205963,0.008031783498154255,0.001393172,0.0003596726,-0.0002704254,-1.8716379e-05,-0.00042212754,0.0031139571,0.0031139571219682693,-0.00042212754487991333,-0.00027042540023103356,0.003154053030418697
-0.15,-0.15,0.15813704021275043,0.00534993497421965,0.001370444,0.0003304584,-0.00031341202,-1.3357065e-05,-0.00022349779,0.0030742548,0.0030742548406124115,-0.00022349778737407178,-0.00031341201975010335,0.0030982609928980787
-0.15,-0.05,0.15782107785344124,0.0026680866722017527,0.0013617501,0.00031923875,-0.00032673677,-4.672688e-06,-7.00153e-05,0.0030545704,0.0030545704066753387,-7.00153032084927e-05,-0.00032673677196726203,0.0030727934245854713
-0.15,0.05,0.15750511549413204,-1.3761688023805618e-05,0.0013617501,0.00031923875,-0.00032673677,4.672688e-06,7.00153e-05,0.0030545704,0.0030545704066753387,7.00153032084927e-05,-0.00032673677196726203,0.0030727934245854713
-0.15,0.15,0.15718915313482285,-0.002695610048249364,0.001370444,0.0003304584,-0.00031341202,1.3357065e-05,0.00022349779,0.0030742548,0.0030742548406124115,0.00022349778737407178,-0.00031341201975010335,0.0030982609928980787
-0.15,0.25000001,0.15687319077551365,-0.005377457942813635,0.001393172,0.0003596726,-0.0002704254,1.8716379e-05,0.00042212754,0.0031139571,0.0031139571219682693,0.00042212754487991333,-0.00027042540023103356,0.003154053030418697
-0.15,0.35000001,0.15655722841620445,-0.008059306535869837,0.0014432692,0.00041298685,-0.00015400254,6.69803e-06,0.00066534465,0.0031706542,0.0031706541776657104,0.0006653446471318603,-0.00015400254051201046,0.003243369882745444
-0.15,0.45,0.15624126605689526,-0.010741155128926039,0.0016111182,0.0005056723,0.000311587,-3.8623366e-05,0.0011281394,0.0032229498,0.003222949802875519,0.001128139439970255,0.00031158700585365295,0.003428875980563979
-0.05,-0.45,0.1413693856447935,-0.0029258650611154718,0.0005295407,0.0001650888,0.00010424713,3.8483173e-05,-0.0011325886,0.001043668,0.0010436680167913437,-0.0011325886007398367,0.00010424712672829628,0.001543653889714305
-0.05,-0.35000001,0.14105342328548431,-0.005607713130302724,0.00047513377,0.00013679918,-4.764594e-05,-3.4970403e-06,-0.0007045518,0.0010280702,0.0010280702263116837,-0.0007045518141239882,-4.764593904837966e-05,0.0012472336527378344
-0.05,-0.25000001,0.14073746092617512,-0.00828956137411296,0.00045748474,0.00011866144,-8.9193716e-05,-1.6445996e-05,-0.00045619832,0.0010105167,0.0010105166584253311,-0.0004561983223538846,-8.919371612137184e-05,0.0011123022724372795
-0.05,-0.15,0.14042149856686592,-0.010971409967169159,0.00044957176,0.000108429,-0.000104856765,-1.2544892e-05,-0.0002447661,0.0009976476,0.0009976476430892944,-0.00024476609542034566,-0.00010485676466487348,0.0010325726135845994
-0.05,-0.05,0.14010553620755672,-0.013653258327394713,0.00044654403,0.00010430324,-0.00010988605,-4.5454763e-06,-7.7012526e-05,0.0009911414,0.0009911414235830307,-7.701252616243437e-05,-0.00010988605208694935,0.0010001835807347428
-0.05,0.05,0.13978957384824753,-0.016335106454789628,0.00044654403,0.00010430324,-0.00010988605,4.5454763e-06,7.7012526e-05,0.0009911414,0.0009911414235830307,7.701252616243437e-05,-0.00010988605208694935,0.0010001835807347428
-0.05,0.15,0.13947361148893833,-0.019016955047845834,0.00044957176,0.000108429,-0.000104856765,1.2544892e-05,0.0002447661,0.0009976476,0.0009976476430892944,0.00024476609542034566,-0.00010485676466487348,0.0010325726135845994
-0.05,0.25000001,0.13915765099227428,-0.02169880317524075,0.00045748474,0.00011866144,-8.9193716e-05,1.6445996e-05,0.00045619832,0.0010105167,0.0010105166584253311,0.0004561983223538846,-8.919371612137184e-05,0.0011123022724372795
-0.05,0.35000001,0.1388416886329651,-0.024380651768296954,0.00047513377,0.00013679918,-4.764594e-05,3.4970403e-06,0.0007045518,0.0010280702,0.0010280702263116837,0.0007045518141239882,-4.764593904837966e-05,0.0012472336527378344
